mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,unique_months,time_span_days,expected_months,monthly_coverage
822400.0,442,2.7570859728506787,0.48958116843181887,1.3,4.19,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
823400.0,445,3.1220449438202245,0.7543888420453538,1.17,7.0,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
824400.0,444,3.017,0.6091194918115329,0.88,4.46,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
825400.0,443,2.818196388261851,0.5918883537757293,1.04,5.19,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
826400.0,445,2.9080719101123598,0.7823031423489236,0.88,6.92,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
827400.0,446,2.6493497757847533,0.6393835504397831,0.94,4.522,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
828400.0,446,2.8038565022421524,0.6697998037585032,1.05,4.716,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
829400.0,441,3.363462585034014,0.5883884995798676,1.93,5.18,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
830400.0,443,3.160133182844244,0.330284750115489,1.85,3.91,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
831400.0,448,2.831924107142857,0.5552885648026107,1.22,4.84,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
832400.0,444,3.4251554054054054,0.39919793818772936,2.02,4.7,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
834400.0,444,3.232668918918919,0.6775458541637895,1.1,5.139,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
835400.0,445,3.2892786516853936,0.6020404633209098,1.3,5.635,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
837400.0,443,3.1074288939051917,0.4941119427962977,1.5,4.838,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
838400.0,445,2.734860674157303,0.6118895659389441,0.94,4.704,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
839400.0,444,3.2632702702702705,0.653967657106056,1.1,5.683,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
840400.0,445,3.347505617977528,0.5676191410357558,1.4,5.09,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
841400.0,442,3.0044932126696833,0.5713389383662817,1.2,4.904,2012-12-12,2026-03-19,157,4845,162,0.9691358024691358
